id,"title","authors","venue","year"
29081,"an integrating , transformation-oriented approach to concurrency control and undo in group editors","m ressel , d nitsche-ruhland , r gunzenhauser","","1996.0"
29082,"boat-optimistic decision tree construction","j gehrke , v ganti , r ramakrishnan , wy loh","",""
29083,"context sensitive document analysis in the www environment","n milic-frayling , r sommerer , r ms","microsoft technical report : msr-tr-2001-63 , june 2001 , http : / /",""
29084,"the last question on recursively enumerable many-one degrees","a nies","algebra i logika ,",""
29085,"innovative stabilization and functionalization s ystems for ag-films","n lelliÃ¢ ? Â¦","proc . of 29th nat . agric . plastics",""
29086,"spectral representations of linear features for generalisation","e fritsch , jp lagrange","lecture notes in computer science ,","1995.0"
29087,"optical limiting in media with absorbing microparticles","k mansour , ew van stryland , mj soileau","proc . spie ,","1989.0"
29088,"part two : should adult and continuing education strive for professionalization ? .","m collins , rm cervero","new directions for adult and continuing education ,","1992.0"
29089,"language from within : a handbook of teaching strategies for personal growth and self reflection in","b galyean","","1976.0"
29090,"nist standard referencedatabase17Ã¢ ?? 2q98 , nist , gaithersburg","f westley , j herron , d frizzell , r hampson , g","md ,",""
29091,"intra-and interorganizational cooperation : toward a research agenda","kg smith , sj carroll , sj ashford","the academy of management journal ,","1995.0"
29092,"query processmg ma relauonal database management system","k youssefi , e wong","proceedmgs of 1979 vldb conference ,",""
29093,"sugar canes","bt roach","see ref ,",""
29094,"rsim : simulating shared-memory multiprocessors with ilp processors","cj hughes , vs pai","",""
29095,"experiments on the interference of light","hf talbot","phil . mag ,",""
29096,"the moderatorÃ¢ ?? mediator variable distinctioninsocialpsychologicalresearch : conceptual , strategic ,","rm baron , da kenny","journal of personality and social psychology ,","1986.0"
29097,"the birds of san diego county : san diego society of natural history","p unitt","san diego , ca ,",""
29098,"an analysis of competencies performed by administrative professionals for the administrative","jkh taylor","","2001.0"
29099,"the affective consequences of social comparison : either direction has its ups and downs","bp buunk , rl collins , se taylor , nw vanyperen , ga","journal of personality and social psychology ,","1990.0"
29100,"human resource development practitioners should strive for certification","ad ellinger","new directions for adult and continuing education ,","1996.0"
29101,"optimum usage and an action plan for tungsten under indian context","dvr rajkumar , s prasad","powder metallurgy alloys symposium [ abstracts ] , bombay , india & hellip ; ,","1980.0"
29102,"motivating faculty to improve the quality of teaching .","a lucas","new directions for teaching and learning , ( 37 ) ,","1989.0"
29103,"legion : an operating system for wide-area computing","a knabe , m humphrey","ieee computer ,",""
29104,"graphcut textures : image and video synthesis using graph cuts","v kwatra , a schodl , i essa , g turk , a bobick","",""
29105,"latent variable modeling and cross-national differences in college-level academic performance","sa hecht","international journal of educational research ,","2001.0"
29106,"models and issues in data streaming systems","b babcock , s babu , r motwani , j widom","sigmod record ,",""
29107,"querying heterogeneous information sources using source descriptions , proceedings of the 22 ndvldb","ay levy , a rajaraman , jj ordille","mumbai ( bombay ) ,",""
29108,"vulcan : binary transformation in a distributed environment","a edwards , a srivastava , h vo","",""
29109,"shape optimal design for a fluid-heat coupled system","d chenais , j monnier , jp vila","applied mathematics and computer science ,","1996.0"
29110,"critical thinking : toward research and dialogue","c furedy , jj furedy","new directions for teaching and learning ,","1985.0"
29111,"prostaglandins for prevention of postpartum haemorrhage","am gulmezoglu , f forna , j villar , gj hofmeyr","cochrane database syst rev ,","2002.0"
29112,"coma : panel discussion","hu keller","study of comets , proceedings of iau colloq . 25 , held in & hellip ; ,","1976.0"
29113,"supporting exceptions to behavioral schema consistency to ease schema evolution in oodbms","e amiel , mj bellosta , e dujardin , e simon","proceedings of the international conference on very large & hellip ; ,","1994.0"
29114,"ata","a names","at",""
29115,"logistic regression and weights of evidence modeling in mineral exploration","fp agterberg , gf bonham-carter","proc . 28th intern . symp ,",""
29116,"international forum on coating science and technology","w limin , c xichong","athens , greece ,",""
29117,"fabrication of cmos on ultrathin soi obtained by epitaxial lateral overgrowth and chemical -","g shahidi","",""
29118,"mag . 46 , 17 ( 1955 ) [ cas ] ; jm freeman","jm freeman","phil . mag ,",""
29119,"introduction to hilbert space","pr halmos","",""
29120,"a framework for level set segmentation of volume datasets","r whitaker , d breen , k museth , n soni","proceedings of acm intnl . wkshp .",""
29121,"thermo-mechanical evolution of oceanic lithosphere : implications for the subduction process and deep","s stein , ca stein","subduction top to bottom ,","1996.0"
29122,"may 1980 . a coding discipline for microprocessors","j brakefield","ieee",""
29123,"advances in p/m and particulate materials","o mars , s bengtsson , a bergmark","proc . int . conf. , vancouver , mpif ,",""
29124,"1 . p. vlahavas , a non-uniform data fragmentation strategy for parallel main-menory database systems","n bassiliades","proc .",""
29125,"tracing the lineage of vlew data in a warehousing environment","y cui , j widom , jl wiener","technical report , stanford university database group , november",""
29126,"attitude strength and resistance processes","em pomerantz , s chaiken , rs tordesillas","journal of personality and social psychology ,","1995.0"
29127,"town brook relief tunnel designing for anoxia and h 2 s generation","tg barker","water quality 88 : seminar proceedings . february 23-25 1988 , & hellip ; ,","1988.0"
29128,"career forum","a labrinidis","acm sigmod record ,","2001.0"
29129,"an outline of a general model for information retrieval","jy nie","proceedings of acm sigir ,",""
29130,"differential expression of zap-70 and syk protein tyrosine kinases ( ptks ) , and the role of this","ac chan , nsc van oers , la turka , cl law , ea clark ,","","1993.0"
29131,"immunolocalization of proliferating perisinusoidal cells in rat liver","sj johnson , je hines , ad burt","the histochemical journal ,","1992.0"
29132,"common-sense theory formation : towards understanding baseball","em soloway , em riseman","& hellip ; of massachusetts coins technical report 75c-5 , amherst ,",""
29133,"a neural cocktail-party processor","c malsburg , w schneider","biological cybernetics ,","1986.0"
29134,"ratio rules : a new paradigm for fast","f korn , a labrinidis , y kotidis , c faloutsos","quantifiable data mining in vldb new york , ny ,",""
29135,"the conventional ils - so what 's new ( ils capability improvements on localizer and glide-slope antenna","jb battistelli","national aerospace meeting , washington , d. c , proceedings ,","1973.0"
29136,"generation of geometric model by registration and integration of multiple range images","t masuda","3-d digital imaging and modeling , 2001 . proceedings . third & hellip ; ,","2001.0"
29137,"low disturbance audio for awareness and privacy in media space applications","ie smith , se hudson","",""
29138,"query optimization for semistructured data","j mchugh , j widom","proc . vldb ,","1999.0"
29139,"comprehensive colour image normalization","gd finlayson , b schiele , jl crowley","lecture notes in computer science ,","1998.0"
29140,"use of a component architecture in integrating relational and non-relational","r atkinson","proceedings of the 1995 acm sigmod international conference & hellip ; ,","1995.0"
29141,"backward step : the right direction for production workflow systems","r muehlberger , me orlowska , b kiepuszewski","",""
29142,"biological control agents of russian wheat aphid in syria and turkey","ks pike , lk tanigoshi , rh miller , s kornosor","proceedings 6 th rwa workshop , january 23 Ã¢ ?? 25 1994 , fort & hellip ; ,",""
29143,"towards a revised cen standard for electronic health record communication","d kalra , g freriks , d lloyd , g klein , t beale , s","procs mobile-health europe ,",""
29144,"critical thinking and collaborative learning","ce nelson","new directions for teaching and learning ,","1994.0"
29145,"discrete ridgelet transforms for image representation","mn do , m vetterli","submitted for publication ,","2001.0"
29146,"tengger support of design-through-code [ uml through java ] for feature-oriented separation of","w harrison , c barton , m raghavachari","oopsla",""
29147,"economic restructuring and black male joblessness in us metropolitan areas","j johnson , m oliver","urban geography ,",""
29148,"parametrisierung evolutionarer strategien fur die registrierung von wirbelknochen in ultraschall und","s winter , b brendel , b illerhaus , a al-amin , h","",""
29149,"culture and cause : american and chinese attributions for social and physical events","mw morris , k peng","journal of personality and social psychology ,","1994.0"
